裝設金融機構代號,裝設金融機構名稱,裝設地點,裝設縣市,裝設地址,lat,lng
4,臺灣銀行,士林分行,台北市,台北市士林區中山北路六段197號,25.10795,121.52493
4,臺灣銀行,大同公司,台北市,台北市中山區中山北路三段22號,25.06446,121.52173
4,臺灣銀行,大安分行,台北市,台北市大安區敦化南路二段69號,25.03068,121.54915
4,臺灣銀行,大安分行,台北市,台北市大安區敦化南路二段69號1樓,25.03068,121.54915
4,臺灣銀行,中山分行,台北市,台北市中山區中山北路一段150號,25.05182,121.52223
4,臺灣銀行,中央健康保險局,台北市,台北市大安區信義路三段140號1樓,25.03319,121.54018
4,臺灣銀行,中租迪合股份有限公司,台北市,台北市內湖區瑞光路362號,25.07734,121.5725
4,臺灣銀行,中崙分行,台北市,台北市松山區南京東路五段184號,25.0512,121.56366
4,臺灣銀行,中華電信大安園區,台北市,台北市大安區信義路4段88號,25.03303,121.5475
4,臺灣銀行,中華電信公司仁愛綜合大樓,台北市,台北市中正區杭州南路一段26號,25.03731,121.52463
4,臺灣銀行,中華電信公司東區營業處,台北市,台北市信義區松仁路130號,25.03364,121.568
4,臺灣銀行,中華電信公司博愛局區,台北市,台北市中正區博愛路168號,25.03952,121.51105
4,臺灣銀行,中華電信長途通信大樓,台北市,台北市大安區愛國東路35號,25.03191,121.5266
4,臺灣銀行,中華電信電信大樓,台北市,台北市中正區信義路一段21號,25.03606,121.52381
4,臺灣銀行,仁愛分行,台北市,台北市中正區仁愛路二段99號,25.0384,121.53235
4,臺灣銀行,內湖分行,台北市,台北市內湖區內湖路一段396號,25.08052,121.57321
4,臺灣銀行,公庫部,台北市,台北市中正區貴陽街一段120號,25.03901,121.50844
4,臺灣銀行,公館分行,台北市,台北市中正區羅斯福路四段120號,25.0132,121.5356
4,臺灣銀行,天母分行,台北市,台北市士林區中山北路七段18號,25.11901,121.53086
4,臺灣銀行,文山分行,台北市,台北市文山區羅斯福路六段218號,24.99294,121.54063
4,臺灣銀行,木柵分行,台北市,台北市文山區新光路一段145號,24.99202,121.57389
4,臺灣銀行,世貿中心展覽大樓,台北市,台北市信義區信義路五段5號1樓,25.03318,121.56085
4,臺灣銀行,世貿分行,台北市,台北市信義區基隆路一段333號3樓,25.03425,121.56111
4,臺灣銀行,北投分行,台北市,台北市北投區中央南路一段152號,25.12977,121.50086
4,臺灣銀行,北區電信局數據通信,台北市,台北市中正區信義路一段21號,25.03606,121.52381
4,臺灣銀行,北區電信局營業廳,台北市,台北市中正區仁愛路一段42號,25.03815,121.52381
4,臺灣銀行,北區電信局警衛室,台北市,台北市中正區仁愛路一段42號,25.03815,121.52381
4,臺灣銀行,北機分行,台北市,台北市松山區敦化北路340-9號,25.06368,121.55188
4,臺灣銀行,台北地方法院,台北市,台北市中正區博愛路131號1樓,25.03682,121.5111
4,臺灣銀行,台北地院(二),台北市,台北市中正區博愛路131號2樓,25.03682,121.5111
4,臺灣銀行,台電簡易型分行,台北市,台北市中正區羅斯福路3段242號1樓,25.03423,121.51743
4,臺灣銀行,台銀綜合證券公司,台北市,台北市中正區重慶南路一段58號4樓,25.03132,121.51703
4,臺灣銀行,民生分行,台北市,台北市松山區復興北路167號,25.05389,121.54431
4,臺灣銀行,民權分行,台北市,台北市大同區承德路二段239號,25.06249,121.51851
4,臺灣銀行,民權分行-無人銀行,台北市,台北市大同區承德路二段239號,25.06249,121.51851
4,臺灣銀行,民權分行營業廳,台北市,台北市大同區承德路二段239號,25.06249,121.51851
4,臺灣銀行,立法院中興大樓,台北市,台北市中正區濟南路一段3-1號,25.04296,121.52168
4,臺灣銀行,立法院中興大樓,台北市,台北市中正區濟南路一段3之1號,25.04296,121.52168
4,臺灣銀行,行內,台北市,台北市大安區愛國東路31號,25.03216,121.5248
4,臺灣銀行,行內,台北市,台北市松山區敦化北路340-9號,25.06368,121.55188
4,臺灣銀行,行內,台北市,台北市信義區松仁路3號3樓,25.04031,121.56877
4,臺灣銀行,行內無人銀行,台北市,台北市文山區羅斯福路6段218號,25.01023,121.5371
4,臺灣銀行,行內無人銀行,台北市,台北市南港區三重路66號2樓之2,25.05711,121.6143
4,臺灣銀行,行政院農業委員會,台北市,台北市中正區南海路37號,25.03206,121.51322
4,臺灣銀行,和平分行,台北市,台北市大安區和平東路一段180號,25.02621,121.52959
4,臺灣銀行,延平分行,台北市,台北市大同區南京西路406號,25.05319,121.50985
4,臺灣銀行,忠孝分行,台北市,台北市大安區敦化南路一段202號,25.04204,121.5485
4,臺灣銀行,忠孝分行-無人銀行,台北市,台北市大安區敦化南路一段202號,25.04204,121.5485
4,臺灣銀行,東門簡易型分行,台北市,台北市中正區東門里15鄰紹興南街21號,25.03785,121.5233
4,臺灣銀行,東湖分行,台北市,台北市內湖區成功路五段458號,25.07417,121.60661
4,臺灣銀行,松山分行,台北市,台北市信義區忠孝東路四段560號,25.04098,121.56389
4,臺灣銀行,松山分行-無人銀行,台北市,台北市信義區忠孝東路四段560號,25.04098,121.56389
4,臺灣銀行,松山分行-無人銀行(外幣),台北市,台北市信義區忠孝東路四段560號,25.04098,121.56389
4,臺灣銀行,松江分行,台北市,台北市中山區松江路115號,25.05169,121.53323
4,臺灣銀行,武昌分行,台北市,台北市中正區武昌街一段49號,25.04426,121.51088
4,臺灣銀行,法務部,台北市,台北市中正區重慶南路一段130號,25.02957,121.51832
4,臺灣銀行,金山分行,台北市,台北市大安區金山南路二段189號,25.02824,121.52639
4,臺灣銀行,信安分行,台北市,台北市大安區信義路三段132號,25.03324,121.53934
4,臺灣銀行,信義分行,台北市,台北市大安區信義路二段88號,25.03396,121.52688
4,臺灣銀行,信義分行,台北市,台北市大安區信義路二段88號2樓,25.03396,121.52688
4,臺灣銀行,南門分行,台北市,台北市中正區南昌街一段120號,25.02971,121.51816
4,臺灣銀行,南門分行,台北市,台北市中正區南昌路一段120號,25.02971,121.51816
4,臺灣銀行,南港分行-無人銀行,台北市,台北市南港區南港路二段95號,25.05387,121.59763
4,臺灣銀行,南港軟體園區分行,台北市,台北市南港區三重路66號2樓之2,25.05711,121.6143
4,臺灣銀行,南港軟體園區分行(外幣),台北市,台北市南港區三重路66號2樓之2,25.05711,121.6143
4,臺灣銀行,城中分行,台北市,台北市中正區青島東路47號,25.04308,121.5256
4,臺灣銀行,時代國際飯店,台北市,台北市信義區忠孝東路5段10號,25.04084,121.56556
4,臺灣銀行,動植物防檢局,台北市,台北市中正區和平西路2段100號,25.0268,121.52191
4,臺灣銀行,國貿大樓,台北市,台北市信義區基隆路一段333號1樓,25.03425,121.56111
4,臺灣銀行,國際電信局金山大樓,台北市,台北市大安區金山南路二段52號,25.03258,121.52666
4,臺灣銀行,國際電信局通信大樓,台北市,台北市大安區愛國東路31號,25.03216,121.5248
4,臺灣銀行,國際線出境櫃台,台北市,台北市松山區敦化北路340-9號(國際線出境櫃台),25.06368,121.55188
4,臺灣銀行,採購部無人銀行,台北市,台北市中正區武昌街一段45號,25.04422,121.51136
4,臺灣銀行,敦化分行,台北市,台北市松山區敦化北路205號,25.0575,121.54951
4,臺灣銀行,圓山分行,台北市,台北市中山區林森北路577號,25.06516,121.5258
4,臺灣銀行,新湖分行,台北市,台北市內湖區瑞光路102號1樓,25.0715,121.58134
4,臺灣銀行,萬華分行,台北市,台北市萬華區貴陽街二段26號,25.03938,121.50571
4,臺灣銀行,經建會,台北市,台北市中正區寶慶路3號,25.04108,121.51378
4,臺灣銀行,群賢分行,台北市,台北市中正區中山南路1號,25.04396,121.51958
4,臺灣銀行,精英電腦股份有限公司,台北市,台北市內湖區堤頂大道二段239號,25.07819,121.5669
4,臺灣銀行,臺北分行,台北市,台北市中山區松江路80號,25.04986,121.53277
4,臺灣銀行,臺北世貿中心分行,台北市,台北市信義區基隆路一段333號3樓,25.03425,121.56111
4,臺灣銀行,臺北國際機場分行,台北市,台北市松山區敦化北路340之9號,25.06368,121.55188
4,臺灣銀行,臺銀行員訓練所,台北市,台北市士林區和平路10號,25.13907,121.54747
4,臺灣銀行,劍潭分行,台北市,台北市士林區承德路四段174號,25.08657,121.52265
4,臺灣銀行,劍潭分行行內,台北市,台北市士林區承德路4段174號,25.07882,121.52116
4,臺灣銀行,標準檢驗局,台北市,台北市中正區濟南路一段4號,25.04281,121.52049
4,臺灣銀行,靜心小學,台北市,台北市文山區興隆路2段46號,24.98774,121.56028
4,臺灣銀行,館前分行,台北市,台北市中正區館前路49號,25.04495,121.51512
4,臺灣銀行,龍山分行,台北市,台北市萬華區康定路380號,25.03338,121.50032
4,臺灣銀行,營業部,台北市,台北市中正區重慶南路一段120號,25.02971,121.51816
4,臺灣銀行,營業部(一),台北市,台北市中正區重慶南路一段120號,25.02971,121.51816
4,臺灣銀行,營業部(一)-外幣,台北市,台北市中正區重慶南路一段120號,25.02971,121.51816
4,臺灣銀行,總統府,台北市,台北市中正區重慶南路一段122號,25.03996,121.51245
4,臺灣銀行,關稅總局,台北市,台北市大同區塔城街13號,25.05121,121.5106
4,臺灣銀行,警政署刑事警察局,台北市,台北市信義區忠孝東路四段553巷5號,25.04242,121.56248
4,臺灣銀行,長庚醫院基隆分院,基隆市,基隆市安樂區麥金路222號,25.12091,121.72239
4,臺灣銀行,基隆分行,基隆市,基隆市中正區義一路16號,25.13141,121.74498
4,臺灣銀行,基隆分行-無人銀行,基隆市,基隆市中正區義一路16號,25.13141,121.74498
4,臺灣銀行,基隆分行-無人銀行(外幣),基隆市,基隆市中正區義一路16號,25.13141,121.74498
4,臺灣銀行,基隆長庚醫院情人湖院區,基隆市,基隆市安樂區基金一路208巷200號,25.14923,121.7077
4,臺灣銀行,基隆港務局,基隆市,基隆市仁愛區港西街6號1樓,25.13301,121.74057
4,臺灣銀行,基隆關稅局,基隆市,基隆市仁愛區港西街6號2樓,25.13301,121.74057
4,臺灣銀行,三重分行,新北市,新北市三重區重新路四段39號,25.05772,121.4881
4,臺灣銀行,土城分行,新北市,新北市土城區中央路二段344號,24.97206,121.44007
4,臺灣銀行,中和分行-無人銀行,新北市,新北市中和區中山路二段253號,25.00235,121.49762
4,臺灣銀行,中華電信公司板和營運處,新北市,新北市永和區國光路8號,25.00851,121.51935
4,臺灣銀行,中華電信學院,新北市,新北市板橋區民族路168號,25.00664,121.47043
4,臺灣銀行,五股分行,新北市,新北市五股區中興路四段42號,25.08295,121.43843
4,臺灣銀行,五堵支關,新北市,新北市汐止區大同路三段273號3樓,25.05856,121.63638
4,臺灣銀行,北府簡易型分行,新北市,新北市板橋區中山路一段161號,25.01208,121.46562
4,臺灣銀行,台北港分行,新北市,新北市八里區商港路123號2樓,25.15074,121.39101
4,臺灣銀行,台北縣稅捐稽徵處,新北市,新北市板橋區中山路一段143號,25.01152,121.46423
4,臺灣銀行,台地法院新店大樓,新北市,新北市新店區中興路一段248號1樓,24.96626,121.54445
4,臺灣銀行,汐止分行,新北市,新北市汐止區大同路二段175號,25.06431,121.65154
4,臺灣銀行,行內,新北市,新北市土城區中央路2段344號,24.98116,121.4429
4,臺灣銀行,行內,新北市,新北市新莊區頭前路119號,25.0523,121.464
4,臺灣銀行,板新分行,新北市,新北市板橋區文化路一段268號,25.02091,121.46714
4,臺灣銀行,板橋分行,新北市,新北市板橋區府中路21號,25.00944,121.45934
4,臺灣銀行,南新莊分行,新北市,新北市新莊區中正路653號,25.03094,121.4296
4,臺灣銀行,淡水分行,新北市,新北市淡水區中山路93號,25.17048,121.44223
4,臺灣銀行,連城分行,新北市,新北市中和區建一路186號,24.99669,121.48781
4,臺灣銀行,華江分行,新北市,新北市板橋區中山路一段293-2號,25.01457,121.47094
4,臺灣銀行,新北市政府大樓地下1樓,新北市,新北市板橋區中山路一段161號B1,25.00742,121.45937
4,臺灣銀行,新北市政府大樓地下室1樓,新北市,新北市板橋區中山路1段161號地下一樓,25.01681,121.47578
4,臺灣銀行,新北市政府行政大樓1樓,新北市,新北市板橋區中山路一段161號1樓,25.01208,121.46562
4,臺灣銀行,新北市議會,新北市,新北市板橋區文化路二段166號,25.02703,121.47091
4,臺灣銀行,新永和分行,新北市,新北市永和區仁愛路97號,25.01314,121.51275
4,臺灣銀行,新永和分行,新北市,新北市永和區仁愛路97號1樓,25.01314,121.51275
4,臺灣銀行,新店分行,新北市,新北市新店區寶中路45號,24.97944,121.54523
4,臺灣銀行,新店分行-無人銀行,新北市,新北市新店區寶中路45號,24.97944,121.54523
4,臺灣銀行,新莊分行,新北市,新北市新莊區新泰路85號,25.03454,121.44885
4,臺灣銀行,新莊副都心分行,新北市,新北市新莊區頭前路119號,25.0523,121.464
4,臺灣銀行,新莊國中,新北市,新北市新莊區中正路211號,25.03594,121.45249
4,臺灣銀行,新莊電信局,新北市,新北市新莊區中華路一段45號,25.03818,121.4519
4,臺灣銀行,臺灣新北地方法院,新北市,新北市土城區金城路2段249號,24.96851,121.43882
4,臺灣銀行,樹林分行-無人銀行,新北市,新北市樹林區文化街29號,24.98787,121.41886
4,臺灣銀行,營業廳,新北市,新北市淡水區中山路93號,25.17048,121.44223
4,臺灣銀行,聯合報大樓,新北市,新北市汐止區大同路一段369號1樓,25.06093,121.64168
4,臺灣銀行,蘆洲分行,新北市,新北市蘆洲區三民路50號,25.08342,121.47565
4,臺灣銀行,中華電信宜蘭處,宜蘭縣,宜蘭縣宜蘭市東港路46號,24.75496,121.76281
4,臺灣銀行,宜蘭分行,宜蘭縣,宜蘭縣宜蘭市舊城南路50號,24.75485,121.75145
4,臺灣銀行,宜蘭地方法院,宜蘭縣,宜蘭縣宜蘭市縣政西路1號,24.72673,121.76071
4,臺灣銀行,宜蘭地檢署,宜蘭縣,宜蘭縣宜蘭市縣政西路3號,24.72821,121.75889
4,臺灣銀行,宜蘭縣政府,宜蘭縣,宜蘭縣宜蘭市縣政北路1號,24.73056,121.76277
4,臺灣銀行,羅東分行,宜蘭縣,宜蘭縣羅東鎮公正路93號,24.67976,121.76482
4,臺灣銀行,蘇澳分行,宜蘭縣,宜蘭縣蘇澳鎮中山路一段97號,24.59594,121.85026
4,臺灣銀行,北大路分行,新竹市,新竹市東區民權路267號,24.81331,120.97052
4,臺灣銀行,新竹分行,新竹市,新竹市林森路29號,24.80167,120.96908
4,臺灣銀行,新竹分行(外幣),新竹市,新竹市林森路29號,24.80167,120.96908
4,臺灣銀行,新竹分行-無人銀行,新竹市,新竹市林森路29號,24.80167,120.96908
4,臺灣銀行,新竹分行-無人銀行(外幣),新竹市,新竹市林森路29號,24.80167,120.96908
4,臺灣銀行,新竹科學園區分行,新竹市,新竹市新竹科學園區工業東六路5號2樓,24.7753,121.01108
4,臺灣銀行,六家分行,新竹縣,新竹縣竹北市文興路二段32號,24.80928,121.02806
4,臺灣銀行,六家分行,新竹縣,新竹縣竹北市文興路二段32號1~3樓,24.80851,121.033
4,臺灣銀行,竹北分行,新竹縣,新竹縣竹北市光明六路16號,24.82722,121.01011
4,臺灣銀行,竹北遠東百貨公司,新竹縣,新竹縣竹北市莊敬北路18號8樓,24.82061,121.02177
4,臺灣銀行,行外無人銀行,新竹縣,新竹縣竹北市文興路二段32號,24.80928,121.02806
4,臺灣銀行,東元綜合醫院,新竹縣,新竹縣竹北市縣政二路69號,24.82344,121.01381
4,臺灣銀行,新竹地方法院,新竹縣,新竹縣竹北市興隆路二段265號1樓,24.81201,121.01902
4,臺灣銀行,新竹喜來登飯店,新竹縣,新竹縣竹北市光明六路東一段265號,24.82028,121.02792
4,臺灣銀行,新竹縣政府,新竹縣,新竹縣竹北市光明六路10號,24.82796,121.00763
4,臺灣銀行,中正二期航廈1樓入境大廳,桃園市,桃園市大園區航站南路15號,25.08138,121.23743
4,臺灣銀行,中正二期航廈2樓入境大廳,桃園市,桃園市大園區航站南路15號,25.08138,121.23743
4,臺灣銀行,中正二期航廈3樓出境大廳,桃園市,桃園市大園區航站南路15號,25.08138,121.23743
4,臺灣銀行,中正二期航廈地下室辦公室,桃園市,桃園市大園區埔心村航站南路15號,25.08138,121.23743
4,臺灣銀行,中正機場第一航廈1樓入境大廳,桃園市,桃園市大園區埔心村航站南路15號,25.08138,121.23743
4,臺灣銀行,中正機場第一航廈1樓出境大廳,桃園市,桃園市大園區埔心村航站南路15號,25.08138,121.23743
4,臺灣銀行,中正機場第一航廈出境地下室行內,桃園市,桃園市大園區埔心村航站南路15號地下室,25.08138,121.23743
4,臺灣銀行,中華電信研究所,桃園市,桃園市楊梅區民族路五段551巷12號,24.95685,121.16745
4,臺灣銀行,中壢分行,桃園市,桃園市中壢區延平路580號,24.95487,121.2223
4,臺灣銀行,內壢分行,桃園市,桃園市中壢區興農路125號,24.97371,121.25827
4,臺灣銀行,台北關稅局,桃園市,桃園市大園區埔心村航站南路15號,25.08138,121.23743
4,臺灣銀行,平鎮分行,桃園市,桃園市平鎮區環南路二段11號,24.94467,121.20904
4,臺灣銀行,亞矽創新分行,桃園市,桃園市中壢區青峰路一段37號,25.01456,121.21828
4,臺灣銀行,東桃園分行,桃園市,桃園市桃園區經國路300號,25.02276,121.30312
4,臺灣銀行,林口分行,桃園市,桃園市龜山區復興一路368號,25.05494,121.36145
4,臺灣銀行,南崁分行,桃園市,桃園市蘆竹區南崁路一段81號,25.05106,121.28873
4,臺灣銀行,建國分行,桃園市,桃園市中壢區健行路169號,24.94864,121.2278
4,臺灣銀行,桃園分行,桃園市,桃園市桃園區中正路46號,24.99084,121.31305
4,臺灣銀行,桃園分行-無人銀行,桃園市,桃園市桃園區中正路46號,24.99084,121.31305
4,臺灣銀行,桃園國際機場一航廈3樓境外管制區,桃園市,桃園市大園區航站南路15號3樓(一航廈3樓境外管制區),25.08138,121.23743
4,臺灣銀行,桃園國際機場一航廈出境3樓管制區,桃園市,桃園市大園區航站南路15號3樓(一航廈出境3樓管制區),25.08138,121.23743
4,臺灣銀行,桃園國際機場分行,桃園市,桃園市大園區航站南路15號,25.08138,121.23743
4,臺灣銀行,桃園國際機場分行一航廈出境1樓,桃園市,桃園市大園區航站南路15號,25.08138,121.23743
4,臺灣銀行,桃園機場一航廈出境3樓,桃園市,桃園市大園區航站南路15號3樓,25.08138,121.23743
4,臺灣銀行,桃園機場第一航廈入境管制區1樓,桃園市,桃園市大園區航站南路15號,25.08138,121.23743
4,臺灣銀行,桃園機場第一航廈入境管制區3樓,桃園市,桃園市大園區航站南路15號,25.08138,121.23743
4,臺灣銀行,桃園機場第二航廈入境大廳1樓,桃園市,桃園市大園區航站南路15號,25.08138,121.23743
4,臺灣銀行,桃園機場第二航廈出境大廳3樓,桃園市,桃園市大園區航站南路15號,25.08138,121.23743
4,臺灣銀行,航空警察局(中正國際機場),桃園市,桃園市大園區航勤北路27號,25.08566,121.24244
4,臺灣銀行,第二航廈5樓出境大廳,桃園市,桃園市大園區航站南路15號,25.08138,121.23743
4,臺灣銀行,第二航廈入境大廳一樓南側,桃園市,桃園市大園區航站南路15號,25.08138,121.23743
4,臺灣銀行,新明分行,桃園市,桃園市中壢區新明路7號,24.95686,121.21429
4,臺灣銀行,新明分行行內,桃園市,桃園市中壢區新明路7號,24.95686,121.21429
4,臺灣銀行,遠翔航空貨運公司,桃園市,桃園市大園區航翔路101號,25.09149,121.25232
4,臺灣銀行,遠雄航空自由貿易港區,桃園市,桃園市大園區航翔路7號,25.09206,121.25391
4,臺灣銀行,衛福部桃園醫院,桃園市,桃園市桃園區中山路1492號,24.97685,121.2684
4,臺灣銀行,龍潭分行,桃園市,桃園市龍潭區東龍路142號,24.86269,121.21515
4,臺灣銀行,中華電信苗栗營運處,苗栗縣,苗栗縣苗栗市愛國路1號,24.56153,120.81934
4,臺灣銀行,法務部矯正署苗栗看守所,苗栗縣,苗栗縣苗栗市南勢里20鄰南勢100號,24.52171,120.78802
4,臺灣銀行,苗栗分行,苗栗縣,苗栗縣苗栗市中正路510號,24.55874,120.82108
4,臺灣銀行,苗栗地方法院,苗栗縣,苗栗縣苗栗市中正路1149號1樓,24.56791,120.82435
4,臺灣銀行,苗栗縣政府,苗栗縣,苗栗縣苗栗市縣府路120號,24.56487,120.81918
4,臺灣銀行,頭份分行,苗栗縣,苗栗縣頭份市中正路65號,24.68514,120.90794
4,臺灣銀行,頭份分行-無人銀行,苗栗縣,苗栗縣頭份市中正路65號,24.68514,120.90794
4,臺灣銀行,聯合大學,苗栗縣,苗栗縣苗栗市恭敬里聯大1號,24.54586,120.81225
4,臺灣銀行,聯合大學八甲校區,苗栗縣,苗栗縣苗栗市南勢里聯大2號,24.52252,120.79314
4,臺灣銀行,上銀科技股份有限公司,台中市,台中市南屯區精科路7號,24.14594,120.60207
4,臺灣銀行,大甲分行,台中市,台中市大甲區民生路61號,24.34771,120.62467
4,臺灣銀行,大里分行,台中市,台中市大里區國光路二段481號,24.11095,120.67906
4,臺灣銀行,大雅分行,台中市,台中市大雅區中清路三段1080號,24.22193,120.64722
4,臺灣銀行,大銀微系統公司,台中市,台中市南屯區精科中路6號,24.14532,120.60018
4,臺灣銀行,中台科技大學,台中市,台中市北屯區?子路666號,24.17253,120.73606
4,臺灣銀行,中科分行,台中市,台中市大雅區中科路6號2樓之5之6,24.21195,120.63792
4,臺灣銀行,中部國際機場,台中市,台中市沙鹿區中航路一段168號,24.25699,120.60113
4,臺灣銀行,中港分行-無人銀行,台中市,台中市梧棲區四維路2號,24.25919,120.53648
4,臺灣銀行,中華電信中區分公司,台中市,台中市大里區大智路727號,24.11886,120.68519
4,臺灣銀行,中華電信南台中營運處,台中市,台中市西區市府路37號,24.13734,120.67762
4,臺灣銀行,公賣局台中酒廠,台中市,台中市西屯區工業區二十八路2號,24.16481,120.5991
4,臺灣銀行,太平分行,台中市,台中市太平區中興東路146號,24.13081,120.72153
4,臺灣銀行,水湳分行,台中市,台中市北屯區崇德路二段416號,24.17869,120.68618
4,臺灣銀行,水湳分行(外幣),台中市,台中市北屯區崇德路二段416號,24.17869,120.68618
4,臺灣銀行,水湳分行-無人銀行,台中市,台中市北屯區崇德路二段416號,24.17869,120.68618
4,臺灣銀行,北臺中分行,台中市,台中市北區進化北路369號1樓,24.16294,120.67852
4,臺灣銀行,北臺中分行,台中市,台中市北區進化北路369號2樓,24.16294,120.67852
4,臺灣銀行,台中工業區分行,台中市,台中市西屯區工業區一路196號,24.17618,120.61383
4,臺灣銀行,台中分行-外幣,台中市,台中市西區自由路一段140號,24.13663,120.67897
4,臺灣銀行,台中分行營業廳,台中市,台中市西區自由路一段140號,24.13663,120.67897
4,臺灣銀行,台中市政府陽明大樓,台中市,台中市豐原區陽明街36號,24.24677,120.72058
4,臺灣銀行,台中市豐原區公所,台中市,台中市豐原區市政路2號,24.24195,120.71824
4,臺灣銀行,台中科學博物館,台中市,台中市北區館前路1號,24.15581,120.66616
4,臺灣銀行,台中港酒店,台中市,台中市梧棲區大智路2段388號,24.25235,120.55296
4,臺灣銀行,台中縣稅捐稽徵處,台中市,台中市豐原區中山路219號,24.24231,120.71284
4,臺灣銀行,台電台中供電營運處,台中市,台中市霧峰區甲寅村民生路193號,24.06952,120.7023
4,臺灣銀行,台灣省咨議會,台中市,台中市霧峰區中正路734號,24.07241,120.6998
4,臺灣銀行,台灣康寧顯示玻璃(股)公司台中分公司,台中市,台中市西屯區科園路1號,24.20184,120.61536
4,臺灣銀行,行內,台中市,台中市西屯區工業區一路196號,24.17618,120.61383
4,臺灣銀行,行內,台中市,台中市西屯區青海路2段41號,24.16339,120.65738
4,臺灣銀行,西屯分行,台中市,台中市西屯區青海路二段41號,24.16642,120.65064
4,臺灣銀行,林新綜合醫院,台中市,台中市南屯區惠中路三段36號,24.14951,120.64051
4,臺灣銀行,林新綜合醫院,台中市,台中市烏日區榮和路168號,24.10957,120.59797
4,臺灣銀行,海關大樓收稅處,台中市,台中市梧棲區中棲路三段2號,24.2448,120.52137
4,臺灣銀行,健行分行,台中市,台中市中區台灣大道一段276號,24.14148,120.68089
4,臺灣銀行,國立台中教育大學,台中市,台中市西區民生路140號,24.1434,120.67179
4,臺灣銀行,教育部中部辦公室,台中市,台中市霧峰區中正路738-4號,24.05894,120.69857
4,臺灣銀行,梧棲分行,台中市,台中市梧棲區建五路2號,24.23669,120.51521
4,臺灣銀行,復興分行,台中市,台中市東區復興路四段102號,24.13532,120.68556
4,臺灣銀行,順天商業大樓,台中市,台中市西屯區文心路2段201號,24.17199,120.6612
4,臺灣銀行,漢翔航空公司,台中市,台中市西屯區漢翔路1號,24.18507,120.64226
4,臺灣銀行,臺中分行,台中市,台中市西區自由路1段140號,24.13663,120.67897
4,臺灣銀行,臺中分行,台中市,台中市西區自由路一段140號,24.13663,120.67897
4,臺灣銀行,臺中市地方稅務局文心分局,台中市,台中市西屯區文心路2段99號1樓,24.15474,120.63738
4,臺灣銀行,臺中市議會,台中市,台中市西屯區市政北一路56號,24.15864,120.64476
4,臺灣銀行,臺中科學園區分行,台中市,台中市大雅區中科路6號2樓之5,24.21195,120.63792
4,臺灣銀行,臺中精密園區分行,台中市,台中市南屯區精科東路17號2F,24.14707,120.60679
4,臺灣銀行,臺銀人壽臺中分公司,台中市,台中市西區民權路95號1樓,25.06306,121.51919
4,臺灣銀行,臺灣高等法院台中分院,台中市,台中市南區五權南路99號1樓,24.12732,120.66887
4,臺灣銀行,德芳分行,台中市,台中市大里區德芳路一段63號,24.11316,120.69035
4,臺灣銀行,潭子分行,台中市,台中市潭子區建國路1號,24.21755,120.70517
4,臺灣銀行,黎明分行-無人銀行,台中市,台中市南屯區大業路607號,24.15346,120.63349
4,臺灣銀行,豐原分行,台中市,台中市豐原區中正路302號,24.25155,120.71448
4,臺灣銀行,豐原分行-無人銀行,台中市,台中市豐原區中正路302號,24.25155,120.71448
4,臺灣銀行,霧峰分行,台中市,台中市霧峰區中正路838號,24.07244,120.6998
4,臺灣銀行,大業大學行政大樓,彰化縣,彰化縣大村鄉學府路168號,23.99991,120.59591
4,臺灣銀行,大葉大學工學大樓,彰化縣,彰化縣大村鄉學府路168號,23.99991,120.59591
4,臺灣銀行,中華電信員林營業處,彰化縣,彰化縣員林市員東路二段498號,23.9576,120.57698
4,臺灣銀行,昭輝實業股份有限公司,彰化縣,彰化縣鹿港鎮鹿工南三路7號,24.06746,120.39878
4,臺灣銀行,員林分行,彰化縣,彰化縣員林市民生路63號,23.95642,120.57443
4,臺灣銀行,財團法人彰濱秀傳紀念醫院,彰化縣,彰化縣鹿港鎮鹿工路6號,24.07828,120.41112
4,臺灣銀行,鹿港分行,彰化縣,彰化縣鹿港鎮鹿工路2號,24.07879,120.41394
4,臺灣銀行,鹿港國中,彰化縣,彰化縣福興鄉復興路78號,24.03765,120.46901
4,臺灣銀行,鹿港鎮地政事務所,彰化縣,彰化縣鹿港鎮民權路152號,24.05712,120.43553
4,臺灣銀行,彰化分行,彰化縣,彰化縣彰化市成功路130號,24.07851,120.54186
4,臺灣銀行,彰化分行-外幣,彰化縣,彰化縣彰化市成功路130號,24.07851,120.54186
4,臺灣銀行,彰化分行-無人銀行,彰化縣,彰化縣彰化市成功路130號,24.07851,120.54186
4,臺灣銀行,彰化戶政事務所,彰化縣,彰化縣彰化市中興路100號,24.07042,120.54606
4,臺灣銀行,彰化秀傳醫院,彰化縣,彰化縣彰化市中山路一段542號,24.06479,120.53751
4,臺灣銀行,彰化縣政府,彰化縣,彰化縣彰化市中山路二段416號,24.07566,120.54421
4,臺灣銀行,彰化縣員林地政事務所,彰化縣,彰化縣員林市大同路1段318號,23.96912,120.57248
4,臺灣銀行,彰化縣稅捐處,彰化縣,彰化縣彰化市中山路二段187號,24.07044,120.54153
4,臺灣銀行,衛福部彰化醫院,彰化縣,彰化縣埔心鄉舊館村中正路2段80號,23.95022,120.5273
4,臺灣銀行,中興新村分行,南投縣,南投縣南投市中興新村光華路11號,23.95506,120.68897
4,臺灣銀行,中興新村分行,南投縣,南投縣南投市光華路11號,23.95506,120.68897
